,city,latitude,longitude,province,unnamed: 4,unnamed: 5,year,violations,incidents,rates,matched_geo_name,total_population,total_private_dwellings,population_density,pct_0_14,pct_15_64,pct_65_plus,avg_age,median_age,median_income,avg_income,low_income_households,total_visible_minority,not_visible_minority,no_diploma,highschool,post_secondary
2708,Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,rural [12709],2018,"Total, all Criminal Code violations (excluding traffic) [50]",564.0,5928.73,Digby,7107.0,4048.0,4.3,895,4500,1710,46.7,50.7,47202,61052,7100,360,6735,2060,1575,2555
2709,Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,rural [12709],2018,Total violent Criminal Code violations [100],123.0,1292.97,Digby,7107.0,4048.0,4.3,895,4500,1710,46.7,50.7,47202,61052,7100,360,6735,2060,1575,2555
2710,Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,rural [12709],2018,Total property crime violations [200],314.0,3300.75,Digby,7107.0,4048.0,4.3,895,4500,1710,46.7,50.7,47202,61052,7100,360,6735,2060,1575,2555
2711,Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,rural [12709],2018,Total other Criminal Code violations [300],127.0,1335.02,Digby,7107.0,4048.0,4.3,895,4500,1710,46.7,50.7,47202,61052,7100,360,6735,2060,1575,2555
2712,Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,municipal [12711],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,,Digby,7107.0,4048.0,4.3,895,4500,1710,46.7,50.7,47202,61052,7100,360,6735,2060,1575,2555
2713,Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,municipal [12711],2018,Total violent Criminal Code violations [100],,,Digby,7107.0,4048.0,4.3,895,4500,1710,46.7,50.7,47202,61052,7100,360,6735,2060,1575,2555
2714,Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,municipal [12711],2018,Total property crime violations [200],,,Digby,7107.0,4048.0,4.3,895,4500,1710,46.7,50.7,47202,61052,7100,360,6735,2060,1575,2555
2715,Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,municipal [12711],2018,Total other Criminal Code violations [300],,,Digby,7107.0,4048.0,4.3,895,4500,1710,46.7,50.7,47202,61052,7100,360,6735,2060,1575,2555
2716,Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,municipal [12712],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,,Parrsboro,1205.0,773.0,81.4,135,715,355,49.3,53.5,40405,54480,1195,10,1185,295,225,550
2717,Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,municipal [12712],2018,Total violent Criminal Code violations [100],,,Parrsboro,1205.0,773.0,81.4,135,715,355,49.3,53.5,40405,54480,1195,10,1185,295,225,550
2718,Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,municipal [12712],2018,Total property crime violations [200],,,Parrsboro,1205.0,773.0,81.4,135,715,355,49.3,53.5,40405,54480,1195,10,1185,295,225,550
2719,Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,municipal [12712],2018,Total other Criminal Code violations [300],,,Parrsboro,1205.0,773.0,81.4,135,715,355,49.3,53.5,40405,54480,1195,10,1185,295,225,550
2720,Tantallon,44.6642,-63.8957,Nova Scotia,Royal Canadian Mounted Police,rural [12715],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,,Trenton,2474.0,1206.0,407.8,375,1605,490,43.5,46.3,50592,60663,2435,30,2405,540,540,965
2721,Tantallon,44.6642,-63.8957,Nova Scotia,Royal Canadian Mounted Police,rural [12715],2018,Total violent Criminal Code violations [100],,,Trenton,2474.0,1206.0,407.8,375,1605,490,43.5,46.3,50592,60663,2435,30,2405,540,540,965
2722,Tantallon,44.6642,-63.8957,Nova Scotia,Royal Canadian Mounted Police,rural [12715],2018,Total property crime violations [200],,,Trenton,2474.0,1206.0,407.8,375,1605,490,43.5,46.3,50592,60663,2435,30,2405,540,540,965
2723,Tantallon,44.6642,-63.8957,Nova Scotia,Royal Canadian Mounted Police,rural [12715],2018,Total other Criminal Code violations [300],,,Trenton,2474.0,1206.0,407.8,375,1605,490,43.5,46.3,50592,60663,2435,30,2405,540,540,965
2724,Kings County,44.929,-64.5746,Nova Scotia,Royal Canadian Mounted Police,rural [12720],2018,"Total, all Criminal Code violations (excluding traffic) [50]",2918.0,5160.4,"Kings, Subd. C",8093.0,3817.0,32.9,1135,5215,1740,44.5,47.5,54609,66048,8065,265,7800,1390,2020,3520
2725,Kings County,44.929,-64.5746,Nova Scotia,Royal Canadian Mounted Police,rural [12720],2018,Total violent Criminal Code violations [100],677.0,1197.26,"Kings, Subd. C",8093.0,3817.0,32.9,1135,5215,1740,44.5,47.5,54609,66048,8065,265,7800,1390,2020,3520
2726,Kings County,44.929,-64.5746,Nova Scotia,Royal Canadian Mounted Police,rural [12720],2018,Total property crime violations [200],1738.0,3073.6,"Kings, Subd. C",8093.0,3817.0,32.9,1135,5215,1740,44.5,47.5,54609,66048,8065,265,7800,1390,2020,3520
2727,Kings County,44.929,-64.5746,Nova Scotia,Royal Canadian Mounted Police,rural [12720],2018,Total other Criminal Code violations [300],503.0,889.54,"Kings, Subd. C",8093.0,3817.0,32.9,1135,5215,1740,44.5,47.5,54609,66048,8065,265,7800,1390,2020,3520
2728,Kingston,44.9917,-64.9394,Nova Scotia,Royal Canadian Mounted Police,rural [12721],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,,Barrington,6646.0,3494.0,10.5,900,4305,1445,45.1,48.2,64000,78885,6575,55,6515,2220,1490,1950
2729,Kingston,44.9917,-64.9394,Nova Scotia,Royal Canadian Mounted Police,rural [12721],2018,Total violent Criminal Code violations [100],,,Barrington,6646.0,3494.0,10.5,900,4305,1445,45.1,48.2,64000,78885,6575,55,6515,2220,1490,1950
2730,Kingston,44.9917,-64.9394,Nova Scotia,Royal Canadian Mounted Police,rural [12721],2018,Total property crime violations [200],,,Barrington,6646.0,3494.0,10.5,900,4305,1445,45.1,48.2,64000,78885,6575,55,6515,2220,1490,1950
2731,Kingston,44.9917,-64.9394,Nova Scotia,Royal Canadian Mounted Police,rural [12721],2018,Total other Criminal Code violations [300],,,Barrington,6646.0,3494.0,10.5,900,4305,1445,45.1,48.2,64000,78885,6575,55,6515,2220,1490,1950
2732,Queens County,44.2372,-64.98,Nova Scotia,Royal Canadian Mounted Police,rural [12723],2018,"Total, all Criminal Code violations (excluding traffic) [50]",424.0,4075.75,Queens,10307.0,6586.0,4.3,1175,6215,2915,49,53.2,47680,62824,10130,195,9930,2455,2330,4165
2733,Queens County,44.2372,-64.98,Nova Scotia,Royal Canadian Mounted Police,rural [12723],2018,Total violent Criminal Code violations [100],110.0,1057.39,Queens,10307.0,6586.0,4.3,1175,6215,2915,49,53.2,47680,62824,10130,195,9930,2455,2330,4165
2734,Queens County,44.2372,-64.98,Nova Scotia,Royal Canadian Mounted Police,rural [12723],2018,Total property crime violations [200],251.0,2412.77,Queens,10307.0,6586.0,4.3,1175,6215,2915,49,53.2,47680,62824,10130,195,9930,2455,2330,4165
2735,Queens County,44.2372,-64.98,Nova Scotia,Royal Canadian Mounted Police,rural [12723],2018,Total other Criminal Code violations [300],63.0,605.59,Queens,10307.0,6586.0,4.3,1175,6215,2915,49,53.2,47680,62824,10130,195,9930,2455,2330,4165
2736,Lunenburg,44.378,-64.3144,Nova Scotia,Royal Canadian Mounted Police,rural [12724],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,,Lunenburg,24863.0,14038.0,14.1,3015,15860,5985,47.2,51.8,58624,71733,24710,230,24480,5515,5080,11100
2737,Lunenburg,44.378,-64.3144,Nova Scotia,Royal Canadian Mounted Police,rural [12724],2018,Total violent Criminal Code violations [100],,,Lunenburg,24863.0,14038.0,14.1,3015,15860,5985,47.2,51.8,58624,71733,24710,230,24480,5515,5080,11100
2738,Lunenburg,44.378,-64.3144,Nova Scotia,Royal Canadian Mounted Police,rural [12724],2018,Total property crime violations [200],,,Lunenburg,24863.0,14038.0,14.1,3015,15860,5985,47.2,51.8,58624,71733,24710,230,24480,5515,5080,11100
2739,Lunenburg,44.378,-64.3144,Nova Scotia,Royal Canadian Mounted Police,rural [12724],2018,Total other Criminal Code violations [300],,,Lunenburg,24863.0,14038.0,14.1,3015,15860,5985,47.2,51.8,58624,71733,24710,230,24480,5515,5080,11100
2740,Meteghan (Clare),44.1875,-66.1623,Nova Scotia,Royal Canadian Mounted Police,rural [12726],2018,"Total, all Criminal Code violations (excluding traffic) [50]",205.0,2606.48,Clare,8018.0,4681.0,9.4,815,5025,2175,49.3,52.9,53133,66028,7860,90,7770,2145,1250,3645
2741,Meteghan (Clare),44.1875,-66.1623,Nova Scotia,Royal Canadian Mounted Police,rural [12726],2018,Total violent Criminal Code violations [100],63.0,801.02,Clare,8018.0,4681.0,9.4,815,5025,2175,49.3,52.9,53133,66028,7860,90,7770,2145,1250,3645
2742,Meteghan (Clare),44.1875,-66.1623,Nova Scotia,Royal Canadian Mounted Police,rural [12726],2018,Total property crime violations [200],111.0,1411.32,Clare,8018.0,4681.0,9.4,815,5025,2175,49.3,52.9,53133,66028,7860,90,7770,2145,1250,3645
2743,Meteghan (Clare),44.1875,-66.1623,Nova Scotia,Royal Canadian Mounted Police,rural [12726],2018,Total other Criminal Code violations [300],31.0,394.15,Clare,8018.0,4681.0,9.4,815,5025,2175,49.3,52.9,53133,66028,7860,90,7770,2145,1250,3645
2744,Sheet Harbour,44.9177,-62.5282,Nova Scotia,Royal Canadian Mounted Police,rural [12735],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,,Sheet Harbour 36,25.0,9.0,49.1,x,x,x,x,x,x,x,x,x,x,x,x,x
2745,Sheet Harbour,44.9177,-62.5282,Nova Scotia,Royal Canadian Mounted Police,rural [12735],2018,Total violent Criminal Code violations [100],,,Sheet Harbour 36,25.0,9.0,49.1,x,x,x,x,x,x,x,x,x,x,x,x,x
2746,Sheet Harbour,44.9177,-62.5282,Nova Scotia,Royal Canadian Mounted Police,rural [12735],2018,Total property crime violations [200],,,Sheet Harbour 36,25.0,9.0,49.1,x,x,x,x,x,x,x,x,x,x,x,x,x
2747,Sheet Harbour,44.9177,-62.5282,Nova Scotia,Royal Canadian Mounted Police,rural [12735],2018,Total other Criminal Code violations [300],,,Sheet Harbour 36,25.0,9.0,49.1,x,x,x,x,x,x,x,x,x,x,x,x,x
2748,Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,rural [12736],2018,"Total, all Criminal Code violations (excluding traffic) [50]",164.0,3380.75,Shelburne,4288.0,2635.0,2.4,495,2685,1110,48.3,52.5,56858,68416,4215,80,4135,1170,880,1650
2749,Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,rural [12736],2018,Total violent Criminal Code violations [100],61.0,1257.47,Shelburne,4288.0,2635.0,2.4,495,2685,1110,48.3,52.5,56858,68416,4215,80,4135,1170,880,1650
2750,Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,rural [12736],2018,Total property crime violations [200],72.0,1484.23,Shelburne,4288.0,2635.0,2.4,495,2685,1110,48.3,52.5,56858,68416,4215,80,4135,1170,880,1650
2751,Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,rural [12736],2018,Total other Criminal Code violations [300],31.0,639.04,Shelburne,4288.0,2635.0,2.4,495,2685,1110,48.3,52.5,56858,68416,4215,80,4135,1170,880,1650
2752,Windsor,44.9903,-64.131,Nova Scotia,Royal Canadian Mounted Police,municipal [12744],2018,"Total, all Criminal Code violations (excluding traffic) [50]",315.0,8404.48,Windsor,3648.0,1715.0,400.6,510,2095,1045,47.6,50.2,43922,56809,3205,125,3085,645,735,1330
2753,Windsor,44.9903,-64.131,Nova Scotia,Royal Canadian Mounted Police,municipal [12744],2018,Total violent Criminal Code violations [100],82.0,2187.83,Windsor,3648.0,1715.0,400.6,510,2095,1045,47.6,50.2,43922,56809,3205,125,3085,645,735,1330
2754,Windsor,44.9903,-64.131,Nova Scotia,Royal Canadian Mounted Police,municipal [12744],2018,Total property crime violations [200],151.0,4028.82,Windsor,3648.0,1715.0,400.6,510,2095,1045,47.6,50.2,43922,56809,3205,125,3085,645,735,1330
2755,Windsor,44.9903,-64.131,Nova Scotia,Royal Canadian Mounted Police,municipal [12744],2018,Total other Criminal Code violations [300],82.0,2187.83,Windsor,3648.0,1715.0,400.6,510,2095,1045,47.6,50.2,43922,56809,3205,125,3085,645,735,1330
2756,West Hants,44.9404,-64.1252,Nova Scotia,Royal Canadian Mounted Police,rural [12745],2018,"Total, all Criminal Code violations (excluding traffic) [50]",549.0,3434.47,West Hants,15368.0,7175.0,12.4,2435,9965,2970,43.5,46.6,62087,74853,15345,530,14815,3080,3050,6780
2757,West Hants,44.9404,-64.1252,Nova Scotia,Royal Canadian Mounted Police,rural [12745],2018,Total violent Criminal Code violations [100],113.0,706.91,West Hants,15368.0,7175.0,12.4,2435,9965,2970,43.5,46.6,62087,74853,15345,530,14815,3080,3050,6780
2758,West Hants,44.9404,-64.1252,Nova Scotia,Royal Canadian Mounted Police,rural [12745],2018,Total property crime violations [200],358.0,2239.6,West Hants,15368.0,7175.0,12.4,2435,9965,2970,43.5,46.6,62087,74853,15345,530,14815,3080,3050,6780
2759,West Hants,44.9404,-64.1252,Nova Scotia,Royal Canadian Mounted Police,rural [12745],2018,Total other Criminal Code violations [300],78.0,487.96,West Hants,15368.0,7175.0,12.4,2435,9965,2970,43.5,46.6,62087,74853,15345,530,14815,3080,3050,6780
2760,Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,rural [12747],2018,"Total, all Criminal Code violations (excluding traffic) [50]",444.0,2427.16,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
2761,Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,rural [12747],2018,Total violent Criminal Code violations [100],99.0,541.19,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
2762,Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,rural [12747],2018,Total property crime violations [200],278.0,1519.71,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
2763,Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,rural [12747],2018,Total other Criminal Code violations [300],67.0,366.26,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
2764,Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2018,"Total, all Criminal Code violations (excluding traffic) [50]",941.0,4451.07,"Cumberland, Subd. C",5268.0,4003.0,5.9,670,3290,1315,47.4,51.7,61894,78283,5220,45,5180,905,1400,2240
2765,Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2018,Total violent Criminal Code violations [100],235.0,1111.58,"Cumberland, Subd. C",5268.0,4003.0,5.9,670,3290,1315,47.4,51.7,61894,78283,5220,45,5180,905,1400,2240
2766,Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2018,Total property crime violations [200],563.0,2663.07,"Cumberland, Subd. C",5268.0,4003.0,5.9,670,3290,1315,47.4,51.7,61894,78283,5220,45,5180,905,1400,2240
2767,Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2018,Total other Criminal Code violations [300],143.0,676.41,"Cumberland, Subd. C",5268.0,4003.0,5.9,670,3290,1315,47.4,51.7,61894,78283,5220,45,5180,905,1400,2240
2768,Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2018,"Total, all Criminal Code violations (excluding traffic) [50]",473.0,3086.26,Antigonish,4364.0,2596.0,871.7,485,2750,1130,45.7,47,47415,68868,4105,395,3710,435,1005,2140
2769,Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2018,Total violent Criminal Code violations [100],142.0,926.53,Antigonish,4364.0,2596.0,871.7,485,2750,1130,45.7,47,47415,68868,4105,395,3710,435,1005,2140
2770,Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2018,Total property crime violations [200],240.0,1565.97,Antigonish,4364.0,2596.0,871.7,485,2750,1130,45.7,47,47415,68868,4105,395,3710,435,1005,2140
2771,Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2018,Total other Criminal Code violations [300],91.0,593.76,Antigonish,4364.0,2596.0,871.7,485,2750,1130,45.7,47,47415,68868,4105,395,3710,435,1005,2140
2772,Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2018,"Total, all Criminal Code violations (excluding traffic) [50]",449.0,9827.1,Antigonish,4364.0,2596.0,871.7,485,2750,1130,45.7,47,47415,68868,4105,395,3710,435,1005,2140
2773,Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2018,Total violent Criminal Code violations [100],120.0,2626.4,Antigonish,4364.0,2596.0,871.7,485,2750,1130,45.7,47,47415,68868,4105,395,3710,435,1005,2140
2774,Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2018,Total property crime violations [200],224.0,4902.6,Antigonish,4364.0,2596.0,871.7,485,2750,1130,45.7,47,47415,68868,4105,395,3710,435,1005,2140
2775,Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2018,Total other Criminal Code violations [300],105.0,2298.1,Antigonish,4364.0,2596.0,871.7,485,2750,1130,45.7,47,47415,68868,4105,395,3710,435,1005,2140
2776,Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2018,"Total, all Criminal Code violations (excluding traffic) [50]",264.0,3911.11,Guysborough,4670.0,3196.0,2.2,495,2655,1515,51.4,56.5,48000,60404,4595,200,4395,1405,910,1730
2777,Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2018,Total violent Criminal Code violations [100],60.0,888.89,Guysborough,4670.0,3196.0,2.2,495,2655,1515,51.4,56.5,48000,60404,4595,200,4395,1405,910,1730
2778,Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2018,Total property crime violations [200],174.0,2577.78,Guysborough,4670.0,3196.0,2.2,495,2655,1515,51.4,56.5,48000,60404,4595,200,4395,1405,910,1730
2779,Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2018,Total other Criminal Code violations [300],30.0,444.44,Guysborough,4670.0,3196.0,2.2,495,2655,1515,51.4,56.5,48000,60404,4595,200,4395,1405,910,1730
2780,Stellarton,45.5568,-62.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12770],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,,Stellarton,4208.0,2018.0,468.1,750,2635,820,42,43.1,50034,74232,4190,175,4015,800,870,1785
2781,Stellarton,45.5568,-62.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12770],2018,Total violent Criminal Code violations [100],,,Stellarton,4208.0,2018.0,468.1,750,2635,820,42,43.1,50034,74232,4190,175,4015,800,870,1785
2782,Stellarton,45.5568,-62.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12770],2018,Total property crime violations [200],,,Stellarton,4208.0,2018.0,468.1,750,2635,820,42,43.1,50034,74232,4190,175,4015,800,870,1785
2783,Stellarton,45.5568,-62.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12770],2018,Total other Criminal Code violations [300],,,Stellarton,4208.0,2018.0,468.1,750,2635,820,42,43.1,50034,74232,4190,175,4015,800,870,1785
2784,Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,rural [12775],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,,Parrsboro,1205.0,773.0,81.4,135,715,355,49.3,53.5,40405,54480,1195,10,1185,295,225,550
2785,Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,rural [12775],2018,Total violent Criminal Code violations [100],,,Parrsboro,1205.0,773.0,81.4,135,715,355,49.3,53.5,40405,54480,1195,10,1185,295,225,550
2786,Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,rural [12775],2018,Total property crime violations [200],,,Parrsboro,1205.0,773.0,81.4,135,715,355,49.3,53.5,40405,54480,1195,10,1185,295,225,550
2787,Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,rural [12775],2018,Total other Criminal Code violations [300],,,Parrsboro,1205.0,773.0,81.4,135,715,355,49.3,53.5,40405,54480,1195,10,1185,295,225,550
2788,Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,municipal [12776],2018,"Total, all Criminal Code violations (excluding traffic) [50]",206.0,6276.66,Pictou,3186.0,1627.0,397.6,410,1885,890,47.7,51.5,47936,63952,3020,50,2975,590,670,1415
2789,Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,municipal [12776],2018,Total violent Criminal Code violations [100],66.0,2010.97,Pictou,3186.0,1627.0,397.6,410,1885,890,47.7,51.5,47936,63952,3020,50,2975,590,670,1415
2790,Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,municipal [12776],2018,Total property crime violations [200],102.0,3107.86,Pictou,3186.0,1627.0,397.6,410,1885,890,47.7,51.5,47936,63952,3020,50,2975,590,670,1415
2791,Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,municipal [12776],2018,Total other Criminal Code violations [300],38.0,1157.83,Pictou,3186.0,1627.0,397.6,410,1885,890,47.7,51.5,47936,63952,3020,50,2975,590,670,1415
2792,Pugwash,45.8507,-63.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12777],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,,Guysborough,4670.0,3196.0,2.2,495,2655,1515,51.4,56.5,48000,60404,4595,200,4395,1405,910,1730
2793,Pugwash,45.8507,-63.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12777],2018,Total violent Criminal Code violations [100],,,Guysborough,4670.0,3196.0,2.2,495,2655,1515,51.4,56.5,48000,60404,4595,200,4395,1405,910,1730
2794,Pugwash,45.8507,-63.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12777],2018,Total property crime violations [200],,,Guysborough,4670.0,3196.0,2.2,495,2655,1515,51.4,56.5,48000,60404,4595,200,4395,1405,910,1730
2795,Pugwash,45.8507,-63.6603,Nova Scotia,Royal Canadian Mounted Police,rural [12777],2018,Total other Criminal Code violations [300],,,Guysborough,4670.0,3196.0,2.2,495,2655,1515,51.4,56.5,48000,60404,4595,200,4395,1405,910,1730
2796,Sherbrooke,45.14021,-61.97991,Nova Scotia,Royal Canadian Mounted Police,rural [12780],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,,Truro,12261.0,6574.0,355.5,1620,7560,3075,45.6,46.9,43301,60446,11735,860,10875,2050,2925,5155
2797,Sherbrooke,45.14021,-61.97991,Nova Scotia,Royal Canadian Mounted Police,rural [12780],2018,Total violent Criminal Code violations [100],,,Truro,12261.0,6574.0,355.5,1620,7560,3075,45.6,46.9,43301,60446,11735,860,10875,2050,2925,5155
2798,Sherbrooke,45.14021,-61.97991,Nova Scotia,Royal Canadian Mounted Police,rural [12780],2018,Total property crime violations [200],,,Truro,12261.0,6574.0,355.5,1620,7560,3075,45.6,46.9,43301,60446,11735,860,10875,2050,2925,5155
2799,Sherbrooke,45.14021,-61.97991,Nova Scotia,Royal Canadian Mounted Police,rural [12780],2018,Total other Criminal Code violations [300],,,Truro,12261.0,6574.0,355.5,1620,7560,3075,45.6,46.9,43301,60446,11735,860,10875,2050,2925,5155
2800,Enfield (East Hants),44.9246,-63.538,Nova Scotia,Royal Canadian Mounted Police,rural [12782],2018,"Total, all Criminal Code violations (excluding traffic) [50]",709.0,3034.97,East Hants,22453.0,9930.0,12.6,3920,15080,3450,41.1,43.6,72898,83327,22415,410,22005,3925,4935,9630
2801,Enfield (East Hants),44.9246,-63.538,Nova Scotia,Royal Canadian Mounted Police,rural [12782],2018,Total violent Criminal Code violations [100],151.0,646.38,East Hants,22453.0,9930.0,12.6,3920,15080,3450,41.1,43.6,72898,83327,22415,410,22005,3925,4935,9630
2802,Enfield (East Hants),44.9246,-63.538,Nova Scotia,Royal Canadian Mounted Police,rural [12782],2018,Total property crime violations [200],490.0,2097.51,East Hants,22453.0,9930.0,12.6,3920,15080,3450,41.1,43.6,72898,83327,22415,410,22005,3925,4935,9630
2803,Enfield (East Hants),44.9246,-63.538,Nova Scotia,Royal Canadian Mounted Police,rural [12782],2018,Total other Criminal Code violations [300],68.0,291.08,East Hants,22453.0,9930.0,12.6,3920,15080,3450,41.1,43.6,72898,83327,22415,410,22005,3925,4935,9630
2804,Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
2805,Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2018,Total violent Criminal Code violations [100],,,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
2806,Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2018,Total property crime violations [200],,,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
2807,Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2018,Total other Criminal Code violations [300],,,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
2808,Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,,Wallace Hills 14A,10.0,3.0,22.8,x,x,x,x,x,x,x,x,x,x,x,x,x
2809,Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2018,Total violent Criminal Code violations [100],,,Wallace Hills 14A,10.0,3.0,22.8,x,x,x,x,x,x,x,x,x,x,x,x,x
2810,Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2018,Total property crime violations [200],,,Wallace Hills 14A,10.0,3.0,22.8,x,x,x,x,x,x,x,x,x,x,x,x,x
2811,Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2018,Total other Criminal Code violations [300],,,Wallace Hills 14A,10.0,3.0,22.8,x,x,x,x,x,x,x,x,x,x,x,x,x
2812,Arichat,45.5137,-61.0118,Nova Scotia,Royal Canadian Mounted Police,rural [12800],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,,"Richmond, Subd. A",3796.0,2083.0,8.2,470,2195,1135,49.1,53.7,54464,68216,3720,25,3695,790,650,1765
2813,Arichat,45.5137,-61.0118,Nova Scotia,Royal Canadian Mounted Police,rural [12800],2018,Total violent Criminal Code violations [100],,,"Richmond, Subd. A",3796.0,2083.0,8.2,470,2195,1135,49.1,53.7,54464,68216,3720,25,3695,790,650,1765
