,city,latitude,longitude,province,unnamed: 4,unnamed: 5,year,violations,incidents,rates,matched_geo_name,total_population,total_private_dwellings,population_density,pct_0_14,pct_15_64,pct_65_plus,avg_age,median_age,median_income,avg_income,low_income_households,total_visible_minority,not_visible_minority,no_diploma,highschool,post_secondary
1711,Enfield (East Hants),44.9246,-63.538,Nova Scotia,Royal Canadian Mounted Police,rural [12782],2015,Total other Criminal Code violations [300],116.0,508.77,East Hants,22453.0,9930.0,12.6,3920,15080,3450,41.1,43.6,72898,83327,22415,410,22005,3925,4935,9630
1712,Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
1713,Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2015,Total violent Criminal Code violations [100],,,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
1714,Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2015,Total property crime violations [200],,,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
1715,Tatamagouche,45.7092,-63.2942,Nova Scotia,Royal Canadian Mounted Police,rural [12785],2015,Total other Criminal Code violations [300],,,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
1716,Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,Wallace Hills 14A,10.0,3.0,22.8,x,x,x,x,x,x,x,x,x,x,x,x,x
1717,Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2015,Total violent Criminal Code violations [100],,,Wallace Hills 14A,10.0,3.0,22.8,x,x,x,x,x,x,x,x,x,x,x,x,x
1718,Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2015,Total property crime violations [200],,,Wallace Hills 14A,10.0,3.0,22.8,x,x,x,x,x,x,x,x,x,x,x,x,x
1719,Bible Hill,45.381,-63.2511,Nova Scotia,Royal Canadian Mounted Police,rural [12786],2015,Total other Criminal Code violations [300],,,Wallace Hills 14A,10.0,3.0,22.8,x,x,x,x,x,x,x,x,x,x,x,x,x
1720,Arichat,45.5137,-61.0118,Nova Scotia,Royal Canadian Mounted Police,rural [12800],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,"Richmond, Subd. A",3796.0,2083.0,8.2,470,2195,1135,49.1,53.7,54464,68216,3720,25,3695,790,650,1765
1721,Arichat,45.5137,-61.0118,Nova Scotia,Royal Canadian Mounted Police,rural [12800],2015,Total violent Criminal Code violations [100],,,"Richmond, Subd. A",3796.0,2083.0,8.2,470,2195,1135,49.1,53.7,54464,68216,3720,25,3695,790,650,1765
1722,Arichat,45.5137,-61.0118,Nova Scotia,Royal Canadian Mounted Police,rural [12800],2015,Total property crime violations [200],,,"Richmond, Subd. A",3796.0,2083.0,8.2,470,2195,1135,49.1,53.7,54464,68216,3720,25,3695,790,650,1765
1723,Arichat,45.5137,-61.0118,Nova Scotia,Royal Canadian Mounted Police,rural [12800],2015,Total other Criminal Code violations [300],,,"Richmond, Subd. A",3796.0,2083.0,8.2,470,2195,1135,49.1,53.7,54464,68216,3720,25,3695,790,650,1765
1724,Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2015,"Total, all Criminal Code violations (excluding traffic) [50]",408.0,5669.03,"Victoria, Subd. A",2567.0,1672.0,1.6,350,1605,615,46.2,50.8,55424,64726,2520,50,2470,715,645,825
1725,Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2015,Total violent Criminal Code violations [100],91.0,1264.42,"Victoria, Subd. A",2567.0,1672.0,1.6,350,1605,615,46.2,50.8,55424,64726,2520,50,2470,715,645,825
1726,Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2015,Total property crime violations [200],209.0,2903.99,"Victoria, Subd. A",2567.0,1672.0,1.6,350,1605,615,46.2,50.8,55424,64726,2520,50,2470,715,645,825
1727,Victoria County,46.4866,-60.6545,Nova Scotia,Royal Canadian Mounted Police,rural [12802],2015,Total other Criminal Code violations [300],108.0,1500.63,"Victoria, Subd. A",2567.0,1672.0,1.6,350,1605,615,46.2,50.8,55424,64726,2520,50,2470,715,645,825
1728,Ch̩ticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,Chapel Island 5,506.0,167.0,90.1,145,330,30,29.3,24.2,32192,43722,0,0,500,135,70,155
1729,Ch̩ticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2015,Total violent Criminal Code violations [100],,,Chapel Island 5,506.0,167.0,90.1,145,330,30,29.3,24.2,32192,43722,0,0,500,135,70,155
1730,Ch̩ticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2015,Total property crime violations [200],,,Chapel Island 5,506.0,167.0,90.1,145,330,30,29.3,24.2,32192,43722,0,0,500,135,70,155
1731,Ch̩ticamp,46.625,-61.0148,Nova Scotia,Royal Canadian Mounted Police,rural [12805],2015,Total other Criminal Code violations [300],,,Chapel Island 5,506.0,167.0,90.1,145,330,30,29.3,24.2,32192,43722,0,0,500,135,70,155
1732,Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,Antigonish,4364.0,2596.0,871.7,485,2750,1130,45.7,47,47415,68868,4105,395,3710,435,1005,2140
1733,Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2015,Total violent Criminal Code violations [100],,,Antigonish,4364.0,2596.0,871.7,485,2750,1130,45.7,47,47415,68868,4105,395,3710,435,1005,2140
1734,Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2015,Total property crime violations [200],,,Antigonish,4364.0,2596.0,871.7,485,2750,1130,45.7,47,47415,68868,4105,395,3710,435,1005,2140
1735,Ingonish Beach,46.6408,-60.404,Nova Scotia,Royal Canadian Mounted Police,rural [12812],2015,Total other Criminal Code violations [300],,,Antigonish,4364.0,2596.0,871.7,485,2750,1130,45.7,47,47415,68868,4105,395,3710,435,1005,2140
1736,Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2015,"Total, all Criminal Code violations (excluding traffic) [50]",1024.0,5620.81,"Inverness, Subd. C",3186.0,2022.0,3.1,430,1960,800,46.7,51.6,63573,74778,3135,50,3090,495,625,1605
1737,Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2015,Total violent Criminal Code violations [100],247.0,1355.8,"Inverness, Subd. C",3186.0,2022.0,3.1,430,1960,800,46.7,51.6,63573,74778,3135,50,3090,495,625,1605
1738,Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2015,Total property crime violations [200],549.0,3013.5,"Inverness, Subd. C",3186.0,2022.0,3.1,430,1960,800,46.7,51.6,63573,74778,3135,50,3090,495,625,1605
1739,Inverness County,46.1794,-61.2039,Nova Scotia,Royal Canadian Mounted Police,rural [12813],2015,Total other Criminal Code violations [300],228.0,1251.51,"Inverness, Subd. C",3186.0,2022.0,3.1,430,1960,800,46.7,51.6,63573,74778,3135,50,3090,495,625,1605
1740,Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,Port Hawkesbury,3214.0,1554.0,396.6,485,1990,745,44.6,46.3,59552,73635,3080,55,3025,460,595,1525
1741,Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2015,Total violent Criminal Code violations [100],,,Port Hawkesbury,3214.0,1554.0,396.6,485,1990,745,44.6,46.3,59552,73635,3080,55,3025,460,595,1525
1742,Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2015,Total property crime violations [200],,,Port Hawkesbury,3214.0,1554.0,396.6,485,1990,745,44.6,46.3,59552,73635,3080,55,3025,460,595,1525
1743,Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,rural [12820],2015,Total other Criminal Code violations [300],,,Port Hawkesbury,3214.0,1554.0,396.6,485,1990,745,44.6,46.3,59552,73635,3080,55,3025,460,595,1525
1744,Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,Port Hawkesbury,3214.0,1554.0,396.6,485,1990,745,44.6,46.3,59552,73635,3080,55,3025,460,595,1525
1745,Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2015,Total violent Criminal Code violations [100],,,Port Hawkesbury,3214.0,1554.0,396.6,485,1990,745,44.6,46.3,59552,73635,3080,55,3025,460,595,1525
1746,Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2015,Total property crime violations [200],,,Port Hawkesbury,3214.0,1554.0,396.6,485,1990,745,44.6,46.3,59552,73635,3080,55,3025,460,595,1525
1747,Port Hawkesbury,45.6149,-61.3518,Nova Scotia,Royal Canadian Mounted Police,municipal [12821],2015,Total other Criminal Code violations [300],,,Port Hawkesbury,3214.0,1554.0,396.6,485,1990,745,44.6,46.3,59552,73635,3080,55,3025,460,595,1525
1748,St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,St. Mary's,2233.0,1667.0,1.2,245,1300,685,50.3,54.7,49920,67338,2190,35,2160,675,510,795
1749,St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2015,Total violent Criminal Code violations [100],,,St. Mary's,2233.0,1667.0,1.2,245,1300,685,50.3,54.7,49920,67338,2190,35,2160,675,510,795
1750,St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2015,Total property crime violations [200],,,St. Mary's,2233.0,1667.0,1.2,245,1300,685,50.3,54.7,49920,67338,2190,35,2160,675,510,795
1751,St. Peters,45.656,-60.8751,Nova Scotia,Royal Canadian Mounted Police,rural [12825],2015,Total other Criminal Code violations [300],,,St. Mary's,2233.0,1667.0,1.2,245,1300,685,50.3,54.7,49920,67338,2190,35,2160,675,510,795
1752,Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,Oxford,1190.0,597.0,110.6,190,760,245,44,46.8,46336,140854,1140,30,1115,240,280,435
1753,Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2015,Total violent Criminal Code violations [100],,,Oxford,1190.0,597.0,110.6,190,760,245,44,46.8,46336,140854,1140,30,1115,240,280,435
1754,Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2015,Total property crime violations [200],,,Oxford,1190.0,597.0,110.6,190,760,245,44,46.8,46336,140854,1140,30,1115,240,280,435
1755,Oxford County,45.7363,-63.86728,Nova Scotia,Royal Canadian Mounted Police,municipal [12833],2015,Total other Criminal Code violations [300],,,Oxford,1190.0,597.0,110.6,190,760,245,44,46.8,46336,140854,1140,30,1115,240,280,435
1756,Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2015,"Total, all Criminal Code violations (excluding traffic) [50]",974.0,14730.79,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
1757,Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2015,Total violent Criminal Code violations [100],265.0,4007.86,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
1758,Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2015,Total property crime violations [200],517.0,7819.12,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
1759,Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,municipal [12834],2015,Total other Criminal Code violations [300],192.0,2903.81,Yarmouth,9845.0,4981.0,16.8,1375,6265,2205,45.2,48.5,58531,71972,9720,245,9475,2190,1720,4430
1760,Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,East Hants,22453.0,9930.0,12.6,3920,15080,3450,41.1,43.6,72898,83327,22415,410,22005,3925,4935,9630
1761,Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2015,Total violent Criminal Code violations [100],,,East Hants,22453.0,9930.0,12.6,3920,15080,3450,41.1,43.6,72898,83327,22415,410,22005,3925,4935,9630
1762,Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2015,Total property crime violations [200],,,East Hants,22453.0,9930.0,12.6,3920,15080,3450,41.1,43.6,72898,83327,22415,410,22005,3925,4935,9630
1763,Canso,45.3363,-60.9944,Nova Scotia,Royal Canadian Mounted Police,rural [12835],2015,Total other Criminal Code violations [300],,,East Hants,22453.0,9930.0,12.6,3920,15080,3450,41.1,43.6,72898,83327,22415,410,22005,3925,4935,9630
1764,Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2015,"Total, all Criminal Code violations (excluding traffic) [50]",184.0,10568.64,Shelburne,4288.0,2635.0,2.4,495,2685,1110,48.3,52.5,56858,68416,4215,80,4135,1170,880,1650
1765,Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2015,Total violent Criminal Code violations [100],65.0,3733.49,Shelburne,4288.0,2635.0,2.4,495,2685,1110,48.3,52.5,56858,68416,4215,80,4135,1170,880,1650
1766,Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2015,Total property crime violations [200],98.0,5628.95,Shelburne,4288.0,2635.0,2.4,495,2685,1110,48.3,52.5,56858,68416,4215,80,4135,1170,880,1650
1767,Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,municipal [12836],2015,Total other Criminal Code violations [300],21.0,1206.2,Shelburne,4288.0,2635.0,2.4,495,2685,1110,48.3,52.5,56858,68416,4215,80,4135,1170,880,1650
1768,Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,Oxford,1190.0,597.0,110.6,190,760,245,44,46.8,46336,140854,1140,30,1115,240,280,435
1769,Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2015,Total violent Criminal Code violations [100],,,Oxford,1190.0,597.0,110.6,190,760,245,44,46.8,46336,140854,1140,30,1115,240,280,435
1770,Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2015,Total property crime violations [200],,,Oxford,1190.0,597.0,110.6,190,760,245,44,46.8,46336,140854,1140,30,1115,240,280,435
1771,Oxford,45.7362,-63.8674,Nova Scotia,Royal Canadian Mounted Police,rural [12837],2015,Total other Criminal Code violations [300],,,Oxford,1190.0,597.0,110.6,190,760,245,44,46.8,46336,140854,1140,30,1115,240,280,435
1772,Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,Pictou,3186.0,1627.0,397.6,410,1885,890,47.7,51.5,47936,63952,3020,50,2975,590,670,1415
1773,Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2015,Total violent Criminal Code violations [100],,,Pictou,3186.0,1627.0,397.6,410,1885,890,47.7,51.5,47936,63952,3020,50,2975,590,670,1415
1774,Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2015,Total property crime violations [200],,,Pictou,3186.0,1627.0,397.6,410,1885,890,47.7,51.5,47936,63952,3020,50,2975,590,670,1415
1775,Pictou,45.6761,-62.7088,Nova Scotia,Royal Canadian Mounted Police,rural [12838],2015,Total other Criminal Code violations [300],,,Pictou,3186.0,1627.0,397.6,410,1885,890,47.7,51.5,47936,63952,3020,50,2975,590,670,1415
1776,Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,Truro,12261.0,6574.0,355.5,1620,7560,3075,45.6,46.9,43301,60446,11735,860,10875,2050,2925,5155
1777,Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2015,Total violent Criminal Code violations [100],,,Truro,12261.0,6574.0,355.5,1620,7560,3075,45.6,46.9,43301,60446,11735,860,10875,2050,2925,5155
1778,Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2015,Total property crime violations [200],,,Truro,12261.0,6574.0,355.5,1620,7560,3075,45.6,46.9,43301,60446,11735,860,10875,2050,2925,5155
1779,Truro,45.3646,-63.2765,Nova Scotia,Royal Canadian Mounted Police,rural [12840],2015,Total other Criminal Code violations [300],,,Truro,12261.0,6574.0,355.5,1620,7560,3075,45.6,46.9,43301,60446,11735,860,10875,2050,2925,5155
1780,Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,Mahone Bay,1036.0,571.0,332.1,110,535,390,53.4,57.7,53035,64499,975,15,955,110,210,545
1781,Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2015,Total violent Criminal Code violations [100],,,Mahone Bay,1036.0,571.0,332.1,110,535,390,53.4,57.7,53035,64499,975,15,955,110,210,545
1782,Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2015,Total property crime violations [200],,,Mahone Bay,1036.0,571.0,332.1,110,535,390,53.4,57.7,53035,64499,975,15,955,110,210,545
1783,Sydney,46.1368,-60.1942,Nova Scotia,Royal Canadian Mounted Police,rural [12841],2015,Total other Criminal Code violations [300],,,Mahone Bay,1036.0,571.0,332.1,110,535,390,53.4,57.7,53035,64499,975,15,955,110,210,545
1784,Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1785,Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2015,Total violent Criminal Code violations [100],,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1786,Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2015,Total property crime violations [200],,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1787,Halifax,44.6509,-63.5923,Nova Scotia,Royal Canadian Mounted Police,rural [12843],2015,Total other Criminal Code violations [300],,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1788,Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,East Hants,22453.0,9930.0,12.6,3920,15080,3450,41.1,43.6,72898,83327,22415,410,22005,3925,4935,9630
1789,Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2015,Total violent Criminal Code violations [100],,,East Hants,22453.0,9930.0,12.6,3920,15080,3450,41.1,43.6,72898,83327,22415,410,22005,3925,4935,9630
1790,Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2015,Total property crime violations [200],,,East Hants,22453.0,9930.0,12.6,3920,15080,3450,41.1,43.6,72898,83327,22415,410,22005,3925,4935,9630
1791,Elmsdale Hants Co.,44.9675,-63.5045,Nova Scotia,Royal Canadian Mounted Police,rural [12844],2015,Total other Criminal Code violations [300],,,East Hants,22453.0,9930.0,12.6,3920,15080,3450,41.1,43.6,72898,83327,22415,410,22005,3925,4935,9630
1792,Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,Pictou,3186.0,1627.0,397.6,410,1885,890,47.7,51.5,47936,63952,3020,50,2975,590,670,1415
1793,Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2015,Total violent Criminal Code violations [100],,,Pictou,3186.0,1627.0,397.6,410,1885,890,47.7,51.5,47936,63952,3020,50,2975,590,670,1415
1794,Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2015,Total property crime violations [200],,,Pictou,3186.0,1627.0,397.6,410,1885,890,47.7,51.5,47936,63952,3020,50,2975,590,670,1415
1795,Musquodoboit,44.7873,-63.1481,Nova Scotia,Royal Canadian Mounted Police,rural [12845],2015,Total other Criminal Code violations [300],,,Pictou,3186.0,1627.0,397.6,410,1885,890,47.7,51.5,47936,63952,3020,50,2975,590,670,1415
1796,Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2015,"Total, all Criminal Code violations (excluding traffic) [50]",273.0,24506.28,Indian Brook 14,1089.0,382.0,89.5,295,725,65,31.3,27.7,28096,35563,0,0,1085,245,195,345
1797,Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2015,Total violent Criminal Code violations [100],88.0,7899.46,Indian Brook 14,1089.0,382.0,89.5,295,725,65,31.3,27.7,28096,35563,0,0,1085,245,195,345
1798,Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2015,Total property crime violations [200],122.0,10951.53,Indian Brook 14,1089.0,382.0,89.5,295,725,65,31.3,27.7,28096,35563,0,0,1085,245,195,345
1799,Indian Brook,45.0868,-63.4819,Nova Scotia,Royal Canadian Mounted Police,rural [12849],2015,Total other Criminal Code violations [300],63.0,5655.3,Indian Brook 14,1089.0,382.0,89.5,295,725,65,31.3,27.7,28096,35563,0,0,1085,245,195,345
1800,Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2015,"Total, all Criminal Code violations (excluding traffic) [50]",187.0,,Millbrook 27,860.0,309.0,243.4,220,550,90,34.7,32.4,32576,43209,0,10,805,170,140,280
1801,Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2015,Total violent Criminal Code violations [100],66.0,,Millbrook 27,860.0,309.0,243.4,220,550,90,34.7,32.4,32576,43209,0,10,805,170,140,280
1802,Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2015,Total property crime violations [200],84.0,,Millbrook 27,860.0,309.0,243.4,220,550,90,34.7,32.4,32576,43209,0,10,805,170,140,280
1803,Millbrook,45.385116,-63.207754,Nova Scotia,Royal Canadian Mounted Police,rural [12850],2015,Total other Criminal Code violations [300],37.0,,Millbrook 27,860.0,309.0,243.4,220,550,90,34.7,32.4,32576,43209,0,10,805,170,140,280
1804,Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2015,"Total, all Criminal Code violations (excluding traffic) [50]",0.0,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1805,Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2015,Total violent Criminal Code violations [100],0.0,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1806,Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2015,Total property crime violations [200],0.0,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1807,Halifax (Division Headquarters 1),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12959],,2015,Total other Criminal Code violations [300],0.0,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1808,Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2015,"Total, all Criminal Code violations (excluding traffic) [50]",0.0,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1809,Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2015,Total violent Criminal Code violations [100],0.0,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1810,Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2015,Total property crime violations [200],0.0,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1811,Halifax (Division Headquarters 2),44.65107,-63.582687,Nova Scotia,Royal Canadian Mounted Police [12970],,2015,Total other Criminal Code violations [300],0.0,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1812,Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2015,"Total, all Criminal Code violations (excluding traffic) [50]",,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1813,Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2015,Total violent Criminal Code violations [100],,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1814,Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2015,Total property crime violations [200],,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1815,Port of Halifax,44.6414,-63.5664,Nova Scotia,Ports Canada Police [12980],,2015,Total other Criminal Code violations [300],,,Halifax,403131.0,187338.0,73.4,60510,279525,63095,40.8,41,69553,86778,397375,45285,352110,49390,85375,202225
1816,Canadian National Railway Police,44.828557,-64.907233,Nova Scotia [12990],,,2015,"Total, all Criminal Code violations (excluding traffic) [50]",3.0,,Annapolis Royal,491.0,346.0,240.8,35,225,225,57,63.4,42368,57793,485,15,470,45,120,285
1817,Canadian National Railway Police,44.828557,-64.907233,Nova Scotia [12990],,,2015,Total violent Criminal Code violations [100],0.0,,Annapolis Royal,491.0,346.0,240.8,35,225,225,57,63.4,42368,57793,485,15,470,45,120,285
