CITY,Latitude,Longitude,PROVINCE,,,YEAR,VIOLATIONS,INCIDENTS,RATES
Halifax Metropolitan Area,44.65107,-63.582687,Nova Scotia,municipal [12099],,2018,Total property crime violations [200],12736,2968.48
Halifax Metropolitan Area,44.65107,-63.582687,Nova Scotia,municipal [12099],,2018,Total other Criminal Code violations [300],3999,932.08
Halifax (offshore),45.161367,-62.200505,Nova Scotia,Royal Canadian Mounted Police,rural [12700],2018,"Total, all Criminal Code violations (excluding traffic) [50]",1,
Halifax (offshore),45.161367,-62.200505,Nova Scotia,Royal Canadian Mounted Police,rural [12700],2018,Total violent Criminal Code violations [100],0,
Halifax (offshore),45.161367,-62.200505,Nova Scotia,Royal Canadian Mounted Police,rural [12700],2018,Total property crime violations [200],0,
Halifax (offshore),45.161367,-62.200505,Nova Scotia,Royal Canadian Mounted Police,rural [12700],2018,Total other Criminal Code violations [300],1,
Barrington,43.5643,-64.907233,Nova Scotia,Royal Canadian Mounted Police,rural [12702],2018,"Total, all Criminal Code violations (excluding traffic) [50]",289,3855.39
Barrington,43.5643,-64.907233,Nova Scotia,Royal Canadian Mounted Police,rural [12702],2018,Total violent Criminal Code violations [100],115,1534.15
Barrington,43.5643,-64.907233,Nova Scotia,Royal Canadian Mounted Police,rural [12702],2018,Total property crime violations [200],127,1694.24
Barrington,43.5643,-64.907233,Nova Scotia,Royal Canadian Mounted Police,rural [12702],2018,Total other Criminal Code violations [300],47,627
Annapolis County,44.828557,-65.5644,Nova Scotia,Royal Canadian Mounted Police,rural [12703],2018,"Total, all Criminal Code violations (excluding traffic) [50]",933,4508.12
Annapolis County,44.828557,-65.5644,Nova Scotia,Royal Canadian Mounted Police,rural [12703],2018,Total violent Criminal Code violations [100],222,1072.67
Annapolis County,44.828557,-65.5644,Nova Scotia,Royal Canadian Mounted Police,rural [12703],2018,Total property crime violations [200],563,2720.33
Annapolis County,44.828557,-65.5644,Nova Scotia,Royal Canadian Mounted Police,rural [12703],2018,Total other Criminal Code violations [300],148,715.11
Lunenburg County,44.3789,-64.312,Nova Scotia,Royal Canadian Mounted Police,rural [12704],2018,"Total, all Criminal Code violations (excluding traffic) [50]",1546,3893.91
Lunenburg County,44.3789,-64.312,Nova Scotia,Royal Canadian Mounted Police,rural [12704],2018,Total violent Criminal Code violations [100],325,818.58
Lunenburg County,44.3789,-64.312,Nova Scotia,Royal Canadian Mounted Police,rural [12704],2018,Total property crime violations [200],998,2513.66
Lunenburg County,44.3789,-64.312,Nova Scotia,Royal Canadian Mounted Police,rural [12704],2018,Total other Criminal Code violations [300],223,561.67
Cape Breton,46.2487,-60.8518,Nova Scotia,Royal Canadian Mounted Police,rural [12705],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Cape Breton,46.2487,-60.8518,Nova Scotia,Royal Canadian Mounted Police,rural [12705],2018,Total violent Criminal Code violations [100],,
Cape Breton,46.2487,-60.8518,Nova Scotia,Royal Canadian Mounted Police,rural [12705],2018,Total property crime violations [200],,
Cape Breton,46.2487,-60.8518,Nova Scotia,Royal Canadian Mounted Police,rural [12705],2018,Total other Criminal Code violations [300],,
Chester,44.5423,-64.2388,Nova Scotia,Royal Canadian Mounted Police,rural [12706],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Chester,44.5423,-64.2388,Nova Scotia,Royal Canadian Mounted Police,rural [12706],2018,Total violent Criminal Code violations [100],,
Chester,44.5423,-64.2388,Nova Scotia,Royal Canadian Mounted Police,rural [12706],2018,Total property crime violations [200],,
Chester,44.5423,-64.2388,Nova Scotia,Royal Canadian Mounted Police,rural [12706],2018,Total other Criminal Code violations [300],,
Lower Sackville,44.7764,-63.6776,Nova Scotia,Royal Canadian Mounted Police,rural [12707],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Lower Sackville,44.7764,-63.6776,Nova Scotia,Royal Canadian Mounted Police,rural [12707],2018,Total violent Criminal Code violations [100],,
Lower Sackville,44.7764,-63.6776,Nova Scotia,Royal Canadian Mounted Police,rural [12707],2018,Total property crime violations [200],,
Lower Sackville,44.7764,-63.6776,Nova Scotia,Royal Canadian Mounted Police,rural [12707],2018,Total other Criminal Code violations [300],,
Cole Harbour,44.6727,-63.4783,Nova Scotia,Royal Canadian Mounted Police,rural [12708],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Cole Harbour,44.6727,-63.4783,Nova Scotia,Royal Canadian Mounted Police,rural [12708],2018,Total violent Criminal Code violations [100],,
Cole Harbour,44.6727,-63.4783,Nova Scotia,Royal Canadian Mounted Police,rural [12708],2018,Total property crime violations [200],,
Cole Harbour,44.6727,-63.4783,Nova Scotia,Royal Canadian Mounted Police,rural [12708],2018,Total other Criminal Code violations [300],,
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,rural [12709],2018,"Total, all Criminal Code violations (excluding traffic) [50]",564,5928.73
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,rural [12709],2018,Total violent Criminal Code violations [100],123,1292.97
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,rural [12709],2018,Total property crime violations [200],314,3300.75
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,rural [12709],2018,Total other Criminal Code violations [300],127,1335.02
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,municipal [12711],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,municipal [12711],2018,Total violent Criminal Code violations [100],,
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,municipal [12711],2018,Total property crime violations [200],,
Digby,44.6222,-65.7566,Nova Scotia,Royal Canadian Mounted Police,municipal [12711],2018,Total other Criminal Code violations [300],,
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,municipal [12712],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,municipal [12712],2018,Total violent Criminal Code violations [100],,
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,municipal [12712],2018,Total property crime violations [200],,
Parrsboro,45.4057,-64.3259,Nova Scotia,Royal Canadian Mounted Police,municipal [12712],2018,Total other Criminal Code violations [300],,
Tantallon,44.6642,-63.8957,Nova Scotia,Royal Canadian Mounted Police,rural [12715],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Tantallon,44.6642,-63.8957,Nova Scotia,Royal Canadian Mounted Police,rural [12715],2018,Total violent Criminal Code violations [100],,
Tantallon,44.6642,-63.8957,Nova Scotia,Royal Canadian Mounted Police,rural [12715],2018,Total property crime violations [200],,
Tantallon,44.6642,-63.8957,Nova Scotia,Royal Canadian Mounted Police,rural [12715],2018,Total other Criminal Code violations [300],,
Kings County,44.929,-64.5746,Nova Scotia,Royal Canadian Mounted Police,rural [12720],2018,"Total, all Criminal Code violations (excluding traffic) [50]",2918,5160.4
Kings County,44.929,-64.5746,Nova Scotia,Royal Canadian Mounted Police,rural [12720],2018,Total violent Criminal Code violations [100],677,1197.26
Kings County,44.929,-64.5746,Nova Scotia,Royal Canadian Mounted Police,rural [12720],2018,Total property crime violations [200],1738,3073.6
Kings County,44.929,-64.5746,Nova Scotia,Royal Canadian Mounted Police,rural [12720],2018,Total other Criminal Code violations [300],503,889.54
Kingston,44.9917,-64.9394,Nova Scotia,Royal Canadian Mounted Police,rural [12721],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Kingston,44.9917,-64.9394,Nova Scotia,Royal Canadian Mounted Police,rural [12721],2018,Total violent Criminal Code violations [100],,
Kingston,44.9917,-64.9394,Nova Scotia,Royal Canadian Mounted Police,rural [12721],2018,Total property crime violations [200],,
Kingston,44.9917,-64.9394,Nova Scotia,Royal Canadian Mounted Police,rural [12721],2018,Total other Criminal Code violations [300],,
Queens County,44.2372,-64.98,Nova Scotia,Royal Canadian Mounted Police,rural [12723],2018,"Total, all Criminal Code violations (excluding traffic) [50]",424,4075.75
Queens County,44.2372,-64.98,Nova Scotia,Royal Canadian Mounted Police,rural [12723],2018,Total violent Criminal Code violations [100],110,1057.39
Queens County,44.2372,-64.98,Nova Scotia,Royal Canadian Mounted Police,rural [12723],2018,Total property crime violations [200],251,2412.77
Queens County,44.2372,-64.98,Nova Scotia,Royal Canadian Mounted Police,rural [12723],2018,Total other Criminal Code violations [300],63,605.59
Lunenburg,44.378,-64.3144,Nova Scotia,Royal Canadian Mounted Police,rural [12724],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Lunenburg,44.378,-64.3144,Nova Scotia,Royal Canadian Mounted Police,rural [12724],2018,Total violent Criminal Code violations [100],,
Lunenburg,44.378,-64.3144,Nova Scotia,Royal Canadian Mounted Police,rural [12724],2018,Total property crime violations [200],,
Lunenburg,44.378,-64.3144,Nova Scotia,Royal Canadian Mounted Police,rural [12724],2018,Total other Criminal Code violations [300],,
Meteghan (Clare),44.1875,-66.1623,Nova Scotia,Royal Canadian Mounted Police,rural [12726],2018,"Total, all Criminal Code violations (excluding traffic) [50]",205,2606.48
Meteghan (Clare),44.1875,-66.1623,Nova Scotia,Royal Canadian Mounted Police,rural [12726],2018,Total violent Criminal Code violations [100],63,801.02
Meteghan (Clare),44.1875,-66.1623,Nova Scotia,Royal Canadian Mounted Police,rural [12726],2018,Total property crime violations [200],111,1411.32
Meteghan (Clare),44.1875,-66.1623,Nova Scotia,Royal Canadian Mounted Police,rural [12726],2018,Total other Criminal Code violations [300],31,394.15
Sheet Harbour,44.9177,-62.5282,Nova Scotia,Royal Canadian Mounted Police,rural [12735],2018,"Total, all Criminal Code violations (excluding traffic) [50]",,
Sheet Harbour,44.9177,-62.5282,Nova Scotia,Royal Canadian Mounted Police,rural [12735],2018,Total violent Criminal Code violations [100],,
Sheet Harbour,44.9177,-62.5282,Nova Scotia,Royal Canadian Mounted Police,rural [12735],2018,Total property crime violations [200],,
Sheet Harbour,44.9177,-62.5282,Nova Scotia,Royal Canadian Mounted Police,rural [12735],2018,Total other Criminal Code violations [300],,
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,rural [12736],2018,"Total, all Criminal Code violations (excluding traffic) [50]",164,3380.75
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,rural [12736],2018,Total violent Criminal Code violations [100],61,1257.47
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,rural [12736],2018,Total property crime violations [200],72,1484.23
Shelburne,43.7633,-65.3235,Nova Scotia,Royal Canadian Mounted Police,rural [12736],2018,Total other Criminal Code violations [300],31,639.04
Windsor,44.9903,-64.131,Nova Scotia,Royal Canadian Mounted Police,municipal [12744],2018,"Total, all Criminal Code violations (excluding traffic) [50]",315,8404.48
Windsor,44.9903,-64.131,Nova Scotia,Royal Canadian Mounted Police,municipal [12744],2018,Total violent Criminal Code violations [100],82,2187.83
Windsor,44.9903,-64.131,Nova Scotia,Royal Canadian Mounted Police,municipal [12744],2018,Total property crime violations [200],151,4028.82
Windsor,44.9903,-64.131,Nova Scotia,Royal Canadian Mounted Police,municipal [12744],2018,Total other Criminal Code violations [300],82,2187.83
West Hants,44.9404,-64.1252,Nova Scotia,Royal Canadian Mounted Police,rural [12745],2018,"Total, all Criminal Code violations (excluding traffic) [50]",549,3434.47
West Hants,44.9404,-64.1252,Nova Scotia,Royal Canadian Mounted Police,rural [12745],2018,Total violent Criminal Code violations [100],113,706.91
West Hants,44.9404,-64.1252,Nova Scotia,Royal Canadian Mounted Police,rural [12745],2018,Total property crime violations [200],358,2239.6
West Hants,44.9404,-64.1252,Nova Scotia,Royal Canadian Mounted Police,rural [12745],2018,Total other Criminal Code violations [300],78,487.96
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,rural [12747],2018,"Total, all Criminal Code violations (excluding traffic) [50]",444,2427.16
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,rural [12747],2018,Total violent Criminal Code violations [100],99,541.19
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,rural [12747],2018,Total property crime violations [200],278,1519.71
Yarmouth,43.8379,-66.1197,Nova Scotia,Royal Canadian Mounted Police,rural [12747],2018,Total other Criminal Code violations [300],67,366.26
Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2018,"Total, all Criminal Code violations (excluding traffic) [50]",941,4451.07
Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2018,Total violent Criminal Code violations [100],235,1111.58
Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2018,Total property crime violations [200],563,2663.07
Cumberland County,45.7606,-64.0275,Nova Scotia,Royal Canadian Mounted Police,rural [12750],2018,Total other Criminal Code violations [300],143,676.41
Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2018,"Total, all Criminal Code violations (excluding traffic) [50]",473,3086.26
Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2018,Total violent Criminal Code violations [100],142,926.53
Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2018,Total property crime violations [200],240,1565.97
Antigonish County,45.524,-61.9806,Nova Scotia,Royal Canadian Mounted Police,rural [12751],2018,Total other Criminal Code violations [300],91,593.76
Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2018,"Total, all Criminal Code violations (excluding traffic) [50]",449,9827.1
Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2018,Total violent Criminal Code violations [100],120,2626.4
Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2018,Total property crime violations [200],224,4902.6
Antigonish,45.6225,-61.9914,Nova Scotia,Royal Canadian Mounted Police,municipal [12752],2018,Total other Criminal Code violations [300],105,2298.1
Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2018,"Total, all Criminal Code violations (excluding traffic) [50]",264,3911.11
Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2018,Total violent Criminal Code violations [100],60,888.89
Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2018,Total property crime violations [200],174,2577.78
Guysborough County,44.878,-59.8066,Nova Scotia,Royal Canadian Mounted Police,rural [12760],2018,Total other Criminal Code violations [300],30,444.44
